,accuracy,loss,val_accuracy,val_loss
0,0.4534078538417816,1.251008152961731,0.46785154938697815,1.1691421270370483
1,0.5636790990829468,0.9942063093185425,0.5211709141731262,1.0781739950180054
2,0.6297401785850525,0.8623042106628418,0.3580763339996338,2.739264965057373
3,0.6735692024230957,0.7760425806045532,0.47935178875923157,4.158899307250977
4,0.7035507559776306,0.7188034653663635,0.3481442630290985,1.75833261013031
5,0.7056469321250916,0.7233753800392151,0.6220595836639404,0.9158874750137329
6,0.749793529510498,0.6228975653648376,0.6675379276275635,0.7846881151199341
7,0.757098376750946,0.6029226183891296,0.6058546900749207,0.8874396681785583
8,0.7926697731018066,0.5214985609054565,0.6607422828674316,0.8988235592842102
9,0.7895572781562805,0.5271938443183899,0.5081024765968323,1.489513635635376
10,0.8227148652076721,0.44990095496177673,0.7140616774559021,0.7420292496681213
11,0.8506002426147461,0.38993027806282043,0.6779927015304565,0.924848735332489
12,0.869211733341217,0.3389524519443512,0.6983795166015625,0.8401661515235901
13,0.8846471309661865,0.3045196831226349,0.7156298756599426,0.8976203799247742
14,0.9031950831413269,0.2622634172439575,0.6989022493362427,0.9968871474266052
15,0.8979864120483398,0.278604656457901,0.7234709858894348,0.9485316872596741
16,0.9257447719573975,0.20418454706668854,0.6759017109870911,1.0389487743377686
17,0.9350822567939758,0.17462775111198425,0.707266092300415,1.16796875
18,0.9421965479850769,0.16108772158622742,0.5373758673667908,1.8431329727172852
19,0.9493107795715332,0.14093509316444397,0.7182435989379883,1.0435997247695923
20,0.95750492811203,0.12313822656869888,0.7166754007339478,0.9781792163848877
21,0.9614431858062744,0.10969660431146622,0.6664924025535583,1.5360883474349976
22,0.9589658975601196,0.12633295357227325,0.7381076812744141,1.1436240673065186
23,0.9643651247024536,0.10510289669036865,0.6701515913009644,6.135394096374512
24,0.8777234554290771,0.3290908932685852,0.7281756401062012,0.9603579044342041
25,0.9595375657081604,0.11706692725419998,0.7339257597923279,1.1620334386825562
26,0.9746553897857666,0.07601197808980942,0.7396758794784546,1.3030894994735718
27,0.9801816940307617,0.061179570853710175,0.7354940176010132,1.330391526222229
28,0.9777044057846069,0.06251798570156097,0.6492420434951782,2.1258230209350586
29,0.9790382981300354,0.06033003330230713,0.7130162119865417,1.504320502281189
30,0.98100745677948,0.05703219771385193,0.703606903553009,1.4678822755813599
31,0.9817061424255371,0.054664671421051025,0.7109252214431763,1.5858057737350464
32,0.9785301685333252,0.062123753130435944,0.703606903553009,1.2786871194839478
33,0.9663342237472534,0.10224351286888123,0.7370622158050537,1.252970576286316
34,0.9778949618339539,0.06490886956453323,0.7506534457206726,1.309170126914978
35,0.9828495383262634,0.049813464283943176,0.7323575615882874,1.3974649906158447
36,0.9856444001197815,0.041328709572553635,0.7428123354911804,1.5186175107955933
37,0.9842469692230225,0.047351304441690445,0.755358099937439,1.4002726078033447
38,0.9812614917755127,0.05829077586531639,0.6952430605888367,1.5491011142730713
39,0.9843739867210388,0.04681995511054993,0.744380533695221,1.4667046070098877
40,0.9834847450256348,0.05218556523323059,0.7412441372871399,1.452324390411377
41,0.9822143316268921,0.053466733545064926,0.7234709858894348,1.3570643663406372
42,0.9844375252723694,0.04394695162773132,0.7062205672264099,1.619246482849121
43,0.9867877960205078,0.039202459156513214,0.7292211055755615,1.5739942789077759
44,0.9842469692230225,0.04645392671227455,0.699947714805603,1.6461682319641113
45,0.9854538440704346,0.046502530574798584,0.7328802943229675,1.3734841346740723
46,0.9870418310165405,0.03867432847619057,0.727652907371521,1.3896920680999756
47,0.9862796068191528,0.03943613916635513,0.723993718624115,1.6936341524124146
48,0.9879311323165894,0.036351438611745834,0.6868792176246643,1.7725906372070312
49,0.9867877960205078,0.03920571878552437,0.7438578009605408,1.3162643909454346
