,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.4376548230648041,1.1993895769119263,0.47360166907310486,1.1576381921768188,0.0010000000474974513
1,0.45721909403800964,1.1503742933273315,0.4783063232898712,1.1328035593032837,0.0010000000474974513
2,0.4656672775745392,1.1445993185043335,0.4767380952835083,1.1247068643569946,0.0010000000474974513
3,0.4624912738800049,1.1391537189483643,0.4824882447719574,1.1223374605178833,0.0010000000474974513
4,0.4600774943828583,1.1427925825119019,0.47412440180778503,1.1185740232467651,0.0010000000474974513
5,0.466556578874588,1.1362665891647339,0.46994251012802124,1.1189903020858765,0.0010000000474974513
6,0.4649050235748291,1.1307611465454102,0.47569262981414795,1.1133140325546265,0.0010000000474974513
7,0.46573078632354736,1.1307098865509033,0.48719289898872375,1.102896809577942,0.0010000000474974513
8,0.47309914231300354,1.127112865447998,0.47726085782051086,1.1088155508041382,0.0010000000474974513
9,0.46814456582069397,1.1262896060943604,0.4960794448852539,1.1073930263519287,0.0010000000474974513
10,0.46935147047042847,1.1209146976470947,0.4725562036037445,1.1056097745895386,0.0010000000474974513
11,0.47570347785949707,1.1142386198043823,0.48353371024131775,1.0992326736450195,0.00020000000949949026
12,0.4773550033569336,1.1101469993591309,0.4840564429759979,1.0951045751571655,0.00020000000949949026
13,0.4798322916030884,1.109787940979004,0.4939885139465332,1.09458327293396,0.00020000000949949026
14,0.4861208200454712,1.1015430688858032,0.4918975532054901,1.0895706415176392,0.00020000000949949026
15,0.49050372838974,1.0991657972335815,0.4887610971927643,1.0888334512710571,0.00020000000949949026
16,0.48256367444992065,1.1043802499771118,0.506534218788147,1.0898308753967285,0.00020000000949949026
17,0.4873276948928833,1.0991312265396118,0.5070569515228271,1.0847734212875366,0.00020000000949949026
18,0.49132949113845825,1.0999785661697388,0.5117616057395935,1.087786316871643,0.00020000000949949026
19,0.4885345995426178,1.0988136529922485,0.486147403717041,1.085686206817627,0.00020000000949949026
20,0.4914565086364746,1.0950164794921875,0.5013068318367004,1.0864404439926147,0.00020000000949949026
21,0.4946960508823395,1.093625545501709,0.5018295645713806,1.082205891609192,4.0000002627493814e-05
22,0.4892333149909973,1.093996286392212,0.5054887533187866,1.0822222232818604,4.0000002627493814e-05
23,0.49082133173942566,1.091592788696289,0.5096706748008728,1.0819758176803589,4.0000002627493814e-05
24,0.4955853521823883,1.0923058986663818,0.5107161402702332,1.0802693367004395,4.0000002627493814e-05
25,0.4948230981826782,1.0916942358016968,0.5086252093315125,1.083545207977295,4.0000002627493814e-05
26,0.49647462368011475,1.0915038585662842,0.5107161402702332,1.082101583480835,4.0000002627493814e-05
27,0.4927269220352173,1.0926693677902222,0.5086252093315125,1.0806128978729248,4.0000002627493814e-05
28,0.4990154206752777,1.0871918201446533,0.5107161402702332,1.0796005725860596,9.999999747378752e-06
29,0.4966016709804535,1.0886073112487793,0.5112388730049133,1.0800129175186157,9.999999747378752e-06
30,0.4936797320842743,1.0896975994110107,0.5107161402702332,1.0796120166778564,9.999999747378752e-06
31,0.4936162233352661,1.091308832168579,0.510193407535553,1.079504132270813,9.999999747378752e-06
32,0.4987613558769226,1.0867929458618164,0.5107161402702332,1.0796462297439575,9.999999747378752e-06
33,0.4966016709804535,1.0902873277664185,0.5107161402702332,1.0794453620910645,9.999999747378752e-06
34,0.5010480880737305,1.0870811939239502,0.5133298635482788,1.0793087482452393,9.999999747378752e-06
35,0.4941243827342987,1.090187430381775,0.5133298635482788,1.0793485641479492,9.999999747378752e-06
36,0.4960935115814209,1.09067702293396,0.510193407535553,1.0792038440704346,9.999999747378752e-06
37,0.4932350814342499,1.088875651359558,0.5112388730049133,1.0790963172912598,9.999999747378752e-06
38,0.49888840317726135,1.0860008001327515,0.5117616057395935,1.079092264175415,9.999999747378752e-06
39,0.4979991018772125,1.087572693824768,0.5117616057395935,1.0792536735534668,9.999999747378752e-06
40,0.4971098303794861,1.0878658294677734,0.510193407535553,1.0790098905563354,9.999999747378752e-06
41,0.49456900358200073,1.0903730392456055,0.5096706748008728,1.0793849229812622,9.999999747378752e-06
42,0.4948866069316864,1.0890642404556274,0.510193407535553,1.078976035118103,9.999999747378752e-06
43,0.49749094247817993,1.0885461568832397,0.5122843980789185,1.079376459121704,9.999999747378752e-06
44,0.5012386441230774,1.0876508951187134,0.5107161402702332,1.0783168077468872,9.999999747378752e-06
45,0.4971098303794861,1.0870286226272583,0.5128071308135986,1.078334927558899,9.999999747378752e-06
46,0.4990154206752777,1.0901196002960205,0.5122843980789185,1.0787380933761597,9.999999747378752e-06
47,0.4955853521823883,1.0884904861450195,0.5107161402702332,1.0787612199783325,9.999999747378752e-06
48,0.49742743372917175,1.088724970817566,0.5112388730049133,1.0787540674209595,9.999999747378752e-06
49,0.495394766330719,1.0875836610794067,0.510193407535553,1.0783408880233765,9.999999747378752e-06
